"Season","Team","G","PA","AB","HR","R","SB","CS","BABIP","AVG","OBP","SLG","wOBA","wRC+","WAR","H","2B","3B","HR","BB","HBP","wRC","WPA"
"1879","Reds","731","3151","3085","8","485","","",".280",".264",".279",".347",".282","109","13.6","813","127","53","8","66","","462",""
"1874","White Stockings","535","2494","2462","4","418","32","12",".283",".278",".287",".322",".282","93","6.5","685","87","4","4","32","","446",""
"1909","Browns","1546","5487","4964","10","443","136","","",".232",".287",".279",".282","82","4.7","1151","116","45","10","331","51","443",""
"1880","Red Caps","782","3185","3080","20","416","","",".267",".253",".278",".343",".282","109","10.6","779","134","41","20","105","","440",""
"1905","Beaneaters","1459","5632","5190","17","468","132","","",".234",".284",".293",".282","75","-0.8","1217","148","52","17","302","54","496",""
"1906","Beaneaters","1425","5452","4925","16","408","95","","",".226",".286",".281",".282","77","-0.1","1115","136","43","16","356","52","453",""
"1968","Yankees","1963","5992","5310","109","536","90","50",".241",".214",".292",".318",".281","90","14.8","1137","154","34","109","566","30","506",""
"1882","Alleghenys","714","2994","2904","18","428","","","",".251",".274",".348",".281","106","13.3","730","110","59","18","90","","434",""
"1966","Athletics","2071","5873","5328","70","564","132","50",".276",".236",".294",".337",".281","79","8.9","1259","212","56","70","421","26","522",""
"1903","Senators","1311","4990","4613","17","437","131","","",".231",".277",".311",".281","76","1.6","1066","172","72","17","257","39","458",""
"1905","Senators","1481","5528","5015","22","560","169","","",".224",".274",".302",".281","85","11.9","1121","193","68","22","298","54","484",""
"1972","Padres","1973","5750","5213","102","488","78","46",".259",".227",".283",".332",".281","79","2.1","1181","168","38","102","407","15","468",""
"1885","Alleghenys","1003","4208","3975","5","547","","","",".240",".282",".315",".281","97","14.4","955","123","79","5","189","44","565",""
"1968","Astros","1941","5994","5336","66","510","44","51",".270",".231",".298",".317",".281","87","6.3","1233","205","28","66","479","48","504",""
"1969","Padres","2243","5891","5357","99","468","45","44",".267",".225",".285",".329",".281","76","3.2","1203","180","42","99","423","35","485",""
"1967","Yankees","2049","6118","5443","100","522","63","37",".260",".225",".296",".317",".281","85","9.0","1225","166","17","100","532","30","530",""
"1966","White Sox","2265","6021","5348","87","574","153","78",".259",".231",".297",".331",".280","86","18.1","1235","193","40","87","476","44","531",""
"1968","Angels","2187","5942","5331","83","498","62","50",".268",".227",".291",".318",".280","88","15.0","1209","170","33","83","447","52","496",""
"1967","Senators","2180","6044","5441","115","550","53","37",".254",".223",".288",".326",".280","83","10.6","1211","168","25","115","472","37","520",""
"1877","Dark Blues","541","2388","2358","4","341","","",".280",".270",".279",".328",".279","100","9.9","637","63","31","4","30","","330",""
"1909","Doves","1586","5629","5017","14","428","135","","",".223",".285",".274",".279","70","-2.3","1121","125","43","14","400","30","445",""
"2020","Pirates","873","2134","1932","59","219","16","11",".268",".220",".284",".357",".279","73","1.1","425","76","6","59","167","11","195","-4.87"
"1902","Giants","1325","4967","4571","8","401","188","","",".238",".283",".290",".279","77","5.9","1088","147","34","8","252","36","428",""
"2013","Marlins","2244","6021","5449","95","513","78","29",".280",".231",".293",".335",".279","74","3.3","1257","219","31","95","432","56","493","-20.24"
"1904","Tigers","1524","5853","5321","11","505","112","","",".231",".282",".292",".279","83","8.5","1231","154","69","11","344","34","511",""
"1883","Wolverines","911","3892","3726","13","524","","",".275",".250",".282",".330",".279","91","8.0","931","164","48","13","166","","563",""
"1873","Atlantics","497","2263","2210","6","366","19","11",".269",".266",".283",".314",".278","92","6.1","588","42","23","6","53","","413",""
"1876","Dark Blues","627","2703","2664","2","429","","",".274",".267",".277",".322",".278","95","11.8","711","96","22","2","39","","406",""
"1967","White Sox","2299","6000","5383","89","531","124","82",".250",".225",".291",".320",".278","83","17.2","1209","181","34","89","480","38","508",""
"1883","Eclipse","889","3696","3555","14","564","","","",".251",".279",".331",".277","99","9.7","892","114","64","14","141","","530",""
"1910","Browns","1631","5671","5077","12","454","169","","",".218",".281",".274",".277","77","-0.1","1105","131","60","12","415","36","428",""
"1968","Dodgers","2022","5935","5354","67","470","57","43",".268",".230",".289",".319",".277","90","16.1","1234","202","36","67","439","18","485",""
"1879","White Stockings","747","3189","3116","3","437","","",".286",".259",".276",".336",".277","98","13.2","808","167","32","3","73","","455",""
"1881","Ruby Legs","748","3214","3093","7","410","","",".265",".253",".281",".316",".277","83","1.7","781","114","31","7","121","","400",""
"1886","Cowboys","1110","4505","4236","19","494","96","",".263",".228",".274",".306",".277","76","-6.5","967","177","48","19","269","","567",""
"1881","Trojans","769","3186","3046","5","399","","",".267",".248",".281",".314",".276","85","7.8","754","124","31","5","140","","395",""
"1967","Mets","2160","5928","5417","83","498","58","44",".274",".238",".288",".325",".276","76","4.3","1288","178","23","83","362","37","494",""
"1882","Grays","761","3206","3104","11","463","","",".270",".250",".274",".334",".276","99","13.8","776","121","53","11","102","","452",""
"1881","Red Caps","756","3026","2916","5","349","","",".268",".251",".279",".317",".276","90","6.4","733","121","27","5","110","","375",""
"1884","Keystones","606","2621","2518","7","414","","","",".245",".275",".324",".275","103","4.1","618","108","35","7","103","","375",""
"1883","Alleghenys","888","3771","3607","13","525","","","",".247",".280",".324",".275","96","5.6","892","120","58","13","164","","535",""
"1883","Blues","905","3596","3457","8","476","","",".274",".246",".276",".329",".274","90","12.2","852","184","38","8","139","","508",""
"1909","Senators","1672","5541","4983","9","382","136","","",".223",".276",".275",".274","79","3.7","1113","149","41","9","321","42","420",""
"1876","Brown Stockings","578","2537","2478","2","386","","",".265",".259",".276",".313",".274","106","16.1","642","73","27","2","59","","374",""
"1883","Browns","890","3619","3495","7","549","","","",".255",".280",".321",".274","93","17.9","891","118","46","7","124","","510",""
"1886","Metropolitans","1241","5046","4683","18","628","120","","",".224",".279",".289",".274","85","7.3","1047","108","72","18","330","33","625",""
"1885","Orioles","996","4141","3820","17","541","","","",".219",".280",".296",".274","88","3.5","837","124","59","17","279","42","535",""
"1882","Trojans","766","3166","3057","12","430","","",".268",".244",".270",".333",".274","96","6.3","747","116","59","12","109","","441",""
"1880","Trojans","752","3127","3007","5","392","","",".274",".251",".280",".319",".274","99","9.1","755","114","37","5","120","","413",""
"1904","Senators","1463","5606","5149","10","437","150","","",".227",".275",".288",".273","82","1.5","1170","171","57","10","283","59","470",""
"1908","Cardinals","1569","5450","4959","17","372","150","","",".223",".271",".283",".273","79","2.6","1105","134","57","17","282","45","425",""
"1968","Mets","1993","6027","5503","81","473","72","45",".276",".228",".281",".315",".273","80","13.4","1252","178","30","81","379","43","476",""
"1883","Metropolitans","873","3676","3534","6","498","","","",".250",".279",".319",".273","92","10.9","883","111","58","6","142","","514",""
"1968","White Sox","2252","5965","5405","71","463","90","50",".257",".228",".284",".311",".273","79","9.8","1233","169","33","71","397","40","469",""
"1874","Mutuals","585","2765","2729","7","501","36","3",".264",".262",".271",".322",".272","96","8.0","714","89","28","7","36","","471",""
"1882","Blues","759","3131","3009","20","402","","",".255",".238",".268",".331",".272","96","10.8","716","139","40","20","122","","432",""
"1888","Quakers","1185","4847","4528","16","535","246","",".250",".225",".276",".290",".272","84","8.2","1021","151","46","16","268","51","567",""
"1883","Orioles","874","3696","3534","5","471","","","",".246",".279",".314",".271","94","3.2","870","125","49","5","162","","513",""
"1965","Mets","2316","5976","5441","107","495","28","42",".259",".221",".277",".327",".271","71","-0.2","1202","203","27","107","392","39","480",""
"1879","Bisons","715","2984","2906","2","394","","",".282",".252",".272",".328",".271","96","11.4","733","105","54","2","78","","413",""
"1963","Mets","2171","5921","5336","96","501","41","52",".255",".219",".285",".315",".271","69","-4.6","1168","156","35","96","457","47","472",""
"1885","Beaneaters","1022","4140","3950","22","528","","",".262",".232",".267",".312",".271","92","4.6","915","144","53","22","190","","524",""
"1972","Rangers","2068","5680","5029","56","461","126","73",".254",".217",".290",".290",".270","74","1.4","1092","166","17","56","503","30","418",""
"1885","Quakers","1003","4113","3893","20","513","","",".251",".229",".270",".302",".269","92","11.5","891","156","35","20","220","","517",""
"1873","Blue Legs","351","1582","1563","2","283","5","5",".266",".261",".270",".313",".269","80","-1.4","408","38","19","2","19","","275",""
"1888","Cowboys","1198","4933","4588","19","579","257","","",".218",".273",".288",".269","78","1.1","1000","142","61","19","288","57","569",""
"1908","Superbas","1512","5415","4897","28","375","113","","",".213",".266",".277",".269","79","5.3","1044","110","60","28","323","29","408",""
"1883","Buckeyes","877","3687","3553","15","476","","","",".240",".268",".326",".269","97","10.8","854","101","79","15","134","","504",""
"1964","Colt .45's","1948","5859","5303","70","495","40","48",".260",".229",".285",".315",".269","73","-0.9","1214","162","41","70","381","49","454",""
"1884","Monumentals","948","4027","3883","17","662","","","",".245",".272",".310",".269","91","10.4","952","150","26","17","144","","555",""
"1910","White Sox","1585","5660","5024","7","456","183","","",".211",".275",".261",".268","72","4.4","1058","115","58","7","403","44","393",""
"1878","Grays","551","2281","2212","2","256","","",".276",".250",".272",".300",".268","85","-0.4","552","65","20","2","69","","292",""
"1883","Quakers","898","3717","3576","3","437","","",".266",".240",".269",".320",".268","87","-6.3","859","181","48","3","141","","505",""
"1884","Blues","1020","4104","3934","16","458","","",".275",".237",".269",".312",".268","90","7.2","934","147","49","16","170","","562",""
"1880","Blues","769","3078","3002","7","387","","",".261",".242",".261",".327",".266","102","13.7","726","130","52","7","76","","390",""
"1884","Quakers","1026","4207","3998","14","549","","",".265",".234",".272",".301",".266","89","2.9","934","149","39","14","209","","570",""
"1882","Athletics","677","2832","2707","5","406","","","",".244",".277",".298",".265","91","7.7","660","89","21","5","125","","376",""
"1880","Grays","787","3285","3196","8","419","","",".261",".248",".268",".313",".265","101","17.7","793","114","34","8","89","","413",""
"1884","Hoosiers","1001","3960","3813","20","462","","","",".233",".262",".315",".265","90","4.4","890","129","62","20","125","22","534",""
"1884","Blue Stockings","985","3895","3712","8","463","","","",".231",".268",".305",".265","88","7.1","859","153","48","8","157","26","525",""
"1875","Dark Blues","783","3390","3356","2","557","65","33",".264",".260",".267",".310",".264","96","12.1","871","92","35","2","34","","539",""
"1963","Colt .45's","1995","5983","5384","62","464","39","30",".254",".220",".283",".301",".264","74","-0.7","1184","170","39","62","456","30","447",""
"1882","Ruby Legs","756","3097","2984","16","379","","",".253",".231",".259",".322",".264","83","-2.5","689","109","57","16","113","","407",""
"1888","Alleghenys","1245","4953","4713","14","534","287","",".257",".227",".264",".289",".263","90","12.5","1070","150","49","14","194","46","550",""
"1884","Virginians","408","1546","1469","7","194","","","",".222",".261",".308",".262","88","2.2","326","40","33","7","53","24","206",""
"1871","Kekiongas","174","779","746","2","137","16","4",".239",".239",".271",".294",".262","73","-2.7","178","19","8","2","33","","142",""
"1872","Atlantics","334","1479","1460","0","237","19","14",".260",".256",".266",".295",".262","69","-2.7","374","37","10","0","19","","263",""
