"Season","Team","IP","BABIP","ERA","FIP","WAR","TBF","R","ER","H","HR","BB","HBP","SO","WPA","AVG","FIP-","RA9-WAR"
"1995","Pirates","1275.1",".313","4.71","4.32","11.0","5618","736","667","1407","130","477","57","871","-5.29",".277","102","5.1"
"1873","Blue Legs","346.0",".375","4.71","3.50","3.2","","485","181","593","11","22","","7","",".378","106","-4.2"
"1997","Royals","1443.0",".296","4.71","4.67","13.8","6277","820","755","1530","186","531","54","961","-3.67",".269","101","12.6"
"1999","Giants","1456.1",".290","4.71","4.84","9.8","6430","831","762","1486","194","655","51","1076","-2.51",".260","106","8.6"
"1890","Gladiators","879.0",".306","4.71","4.19","4.5","","733","460","1011","21","421","23","230","",".290","115","-3.8"
"1930","White Sox","1361.0",".307","4.71","4.48","13.9","6053","884","713","1629","74","407","29","471","",".290","98","5.9"
"1927","Red Sox","1366.1",".305","4.72","4.32","10.2","6106","856","716","1603","56","558","41","381","",".291","105","3.5"
"1941","Browns","1389.0",".288","4.72","4.37","11.1","6157","823","728","1563","120","549","22","454","",".280","104","7.8"
"1978","Mariners","1419.1",".286","4.72","4.40","7.0","6241","834","744","1540","155","567","41","630","-16.36",".273","109","-4.1"
"2017","Braves","1441.1",".302","4.72","4.51","8.9","6306","821","756","1463","192","584","70","1258","-7.21",".259","105","6.4"
"2012","Red Sox","1443.0",".296","4.72","4.41","6.4","6209","806","757","1449","190","529","66","1176","-9.07",".258","109","6.7"
"1996","Giants","1442.1",".295","4.72","4.86","4.7","6330","862","757","1520","194","570","67","997","-7.44",".267","114","1.4"
"1926","Red Sox","1362.0",".290","4.72","4.12","11.3","6041","838","715","1520","45","546","31","336","",".278","103","1.9"
"2008","Mariners","1435.1",".307","4.73","4.59","9.4","6368","811","754","1544","161","626","53","1016","-13.34",".271","109","7.9"
"1997","Indians","1425.2",".305","4.73","4.62","11.8","6260","815","749","1528","181","575","51","1036","-3.61",".271","103","11.5"
"1993","Twins","1444.1",".308","4.73","4.23","15.4","6286","830","759","1591","148","514","45","901","-3.24",".278","98","8.8"
"2000","Tigers","1443.1",".306","4.73","4.50","17.3","6295","827","759","1583","177","496","47","978","1.50",".275","96","14.6"
"2019","Marlins","1444.1",".281","4.74","4.89","5.9","6247","808","760","1340","236","615","90","1378","-8.92",".242","114","6.6"
"1997","White Sox","1422.1",".294","4.74","4.64","11.1","6262","833","749","1505","175","575","32","961","-1.25",".266","104","6.7"
"1924","White Sox","1370.2",".301","4.74","4.19","10.7","6210","857","722","1635","52","512","29","360","",".288","104","2.6"
"2006","Cubs","1439.0",".286","4.74","4.88","10.4","6366","834","758","1396","210","687","67","1250","-5.63",".249","105","9.9"
"1998","Orioles","1431.1",".304","4.74","4.40","16.2","6213","785","754","1505","169","535","46","1065","-0.27",".267","97","13.6"
"2005","Red Sox","1429.0",".303","4.74","4.28","13.9","6227","805","753","1550","164","440","89","959","-1.77",".272","101","13.2"
"1961","Athletics","1415.0",".286","4.74","4.32","13.1","6340","863","746","1519","141","629","53","703","",".268","101","2.5"
"1998","Twins","1447.2",".308","4.76","4.48","14.3","6322","818","765","1622","180","457","44","952","-3.72",".279","99","15.5"
"2002","Brewers","1432.1",".289","4.76","4.86","4.8","6339","821","757","1468","199","666","62","1026","-7.43",".262","115","3.2"
"1999","Cardinals","1445.1",".301","4.76","4.68","14.0","6427","838","764","1519","161","667","63","1025","-4.59",".267","100","10.4"
"1931","Browns","1362.0",".303","4.76","4.31","15.7","6072","870","720","1623","84","448","21","436","",".290","97","8.9"
"2000","Yankees","1424.1",".290","4.76","4.61","17.5","6256","814","753","1458","177","577","52","1040","4.44",".259","96","16.7"
"2007","Rangers","1430.0",".303","4.76","4.83","9.1","6389","844","756","1525","155","668","70","976","-5.84",".270","106","10.5"
"1935","Phillies","1374.2",".302","4.76","4.57","14.3","6248","873","727","1652","106","505","47","475","",".290","100","8.6"
"1934","Phillies","1297.0",".289","4.76","4.82","11.5","5759","792","686","1501","126","437","29","416","",".284","104","11.1"
"2004","Mariners","1459.1",".286","4.76","4.85","8.9","6389","823","772","1498","212","575","72","1036","-5.03",".261","109","10.4"
"1999","Athletics","1438.1",".302","4.76","4.53","18.6","6309","846","761","1537","160","569","54","967","-0.97",".270","94","11.8"
"2003","Orioles","1449.2",".301","4.76","4.71","11.8","6366","820","767","1579","198","526","80","981","-4.88",".274","104","8.9"
"2018","Marlins","1442.0",".290","4.76","4.57","2.7","6236","809","763","1388","192","605","71","1249","-9.03",".250","116","-1.5"
"2007","Phillies","1458.1",".301","4.76","4.86","9.9","6385","821","772","1555","198","558","72","1050","-1.30",".270","106","10.6"
"2012","Twins","1438.2",".294","4.77","4.66","5.9","6214","832","762","1536","198","465","57","943","-9.92",".270","114","4.9"
"1982","Twins","1433.0",".279","4.77","4.84","0.9","6256","819","759","1484","208","643","12","812","-10.75",".265","118","5.7"
"2008","Rockies","1446.0",".309","4.77","4.30","19.5","6338","822","766","1547","148","562","53","1041","-0.09",".270","95","13.1"
"1993","Pirates","1445.2",".297","4.77","4.32","8.8","6247","806","766","1557","153","485","46","832","-5.73",".272","107","5.3"
"2007","Mariners","1434.1",".315","4.77","4.42","14.2","6313","813","760","1578","147","546","62","1020","0.30",".277","101","10.8"
"1925","Robins","1350.2",".312","4.77","4.20","13.7","6018","866","716","1608","75","477","35","518","",".292","100","3.4"
"2007","White Sox","1440.2",".304","4.77","4.56","17.2","6293","839","764","1556","174","499","59","1015","0.01",".271","98","12.6"
"1999","Orioles","1435.0",".290","4.77","5.01","11.7","6259","815","761","1468","198","647","49","982","-1.96",".264","105","13.7"
"2001","Reds","1442.2",".297","4.78","4.70","10.1","6324","850","766","1572","198","515","48","943","-8.57",".273","104","5.9"
"1979","Athletics","1429.1",".300","4.78","4.53","8.0","6436","860","759","1606","147","654","49","726","-15.71",".280","108","-2.1"
"1951","Pirates","1380.1",".279","4.78","4.55","8.9","6132","845","733","1479","157","627","31","580","",".270","107","0.5"
"2017","White Sox","1421.2",".281","4.78","5.17","4.4","6200","820","755","1384","242","632","68","1193","-7.08",".252","116","6.4"
"1987","Red Sox","1436.0",".310","4.78","4.30","15.9","6265","825","763","1584","190","517","31","1034","-3.57",".277","98","13.0"
"1938","Tigers","1348.1",".291","4.79","4.72","14.5","6056","795","717","1532","110","608","14","435","",".282","99","18.5"
"1986","Twins","1432.2",".301","4.79","4.43","9.9","6264","839","762","1579","200","503","46","937","-4.82",".276","106","5.8"
"2012","Indians","1442.0",".300","4.79","4.40","12.6","6283","845","767","1503","174","543","55","1086","-10.44",".264","107","2.7"
"1953","Cubs","1359.0",".284","4.79","4.43","11.7","6077","835","723","1491","151","554","38","623","",".272","102","3.9"
"1999","Angels","1431.1",".286","4.79","4.94","13.3","6258","826","762","1472","177","624","56","877","-0.17",".264","101","15.6"
"2000","Phillies","1438.2",".292","4.79","4.81","10.9","6314","830","766","1458","201","640","42","1123","-5.24",".259","104","11.4"
"2019","Blue Jays","1440.1",".300","4.79","4.82","9.1","6313","828","767","1450","228","604","69","1332","-2.49",".257","104","8.3"
"1997","Mariners","1447.2",".304","4.79","4.54","15.2","6368","833","771","1500","192","598","66","1207","1.76",".263","99","12.4"
"2013","Astros","1440.0",".303","4.79","4.67","2.2","6370","848","767","1530","191","616","56","1084","-14.12",".269","116","-1.7"
"1962","Athletics","1434.0",".272","4.79","4.73","8.0","6321","837","764","1450","199","655","42","825","",".258","111","5.5"
"1930","Cubs","1403.2",".305","4.80","4.86","14.0","6285","870","749","1642","111","528","26","601","",".287","100","15.3"
"2002","Blue Jays","1438.1",".294","4.81","4.56","12.2","6338","828","768","1504","177","590","71","991","-3.40",".265","103","11.6"
"2010","Diamondbacks","1432.0",".296","4.81","4.76","2.7","6260","836","765","1503","210","548","58","1070","-9.46",".266","117","4.0"
"1895","Reds","1147.1",".321","4.81","4.69","14.5","","854","613","1451","39","362","0","245","",".310","95","14.2"
"1893","Colts","1117.1",".303","4.81","4.67","12.1","","874","597","1278","26","553","0","273","",".289","98","8.6"
"1933","Athletics","1343.2",".290","4.81","4.39","9.2","6153","852","718","1523","77","644","17","423","",".277","107","4.8"
"1889","Colonels","1226.1",".331","4.81","3.96","8.9","","1091","656","1529","43","475","0","451","",".307","107","-6.8"
"2017","Marlins","1442.2",".298","4.82","4.69","5.5","6318","822","772","1450","193","627","75","1202","-7.07",".258","112","0.8"
"1994","Athletics","1003.1",".282","4.82","4.96","6.8","4423","589","537","979","128","510","34","732","-4.17",".252","106","7.3"
"2004","Indians","1466.2",".301","4.82","4.62","9.4","6450","857","785","1553","201","579","62","1115","-5.00",".267","105","7.8"
"2004","Devil Rays","1417.0",".283","4.82","4.93","7.2","6261","842","759","1459","192","580","93","923","-3.33",".261","109","7.7"
"1933","Browns","1360.2",".295","4.82","4.29","13.9","6085","819","729","1574","96","531","16","426","",".284","100","11.8"
"1995","Brewers","1286.0",".296","4.82","5.01","7.4","5707","747","689","1391","146","603","47","699","0.20",".275","107","11.4"
"1932","White Sox","1348.2",".291","4.82","4.66","7.6","6103","897","723","1551","88","580","29","379","",".282","108","2.0"
"1998","Athletics","1434.0",".298","4.83","4.70","11.9","6310","866","769","1555","179","529","56","922","-7.63",".272","103","7.0"
"2006","Red Sox","1441.1",".311","4.83","4.50","13.4","6292","825","773","1570","181","509","68","1070","0.79",".275","102","16.0"
"2009","Royals","1426.0",".307","4.83","4.36","14.9","6265","842","765","1486","166","600","51","1153","-6.40",".265","100","9.6"
"2006","Brewers","1425.2",".297","4.83","4.39","16.2","6210","833","765","1454","177","514","74","1145","-4.93",".259","97","6.9"
"1928","Braves","1360.0",".293","4.83","4.57","2.6","6106","867","730","1596","100","524","30","343","",".287","117","-6.6"
"1891","Statesmen","1181.0",".326","4.83","3.78","9.3","","1067","634","1420","44","566","0","486","",".299","105","-8.6"
"1941","Athletics","1365.1",".277","4.83","4.66","5.3","6081","840","733","1516","136","557","18","386","",".275","113","3.7"
"1936","Indians","1389.1",".310","4.83","4.43","18.8","6267","862","746","1604","73","607","27","619","",".285","93","15.7"
"2000","Indians","1442.1",".312","4.84","4.48","20.4","6380","816","775","1511","173","666","42","1213","4.30",".266","91","19.5"
"2009","Brewers","1435.0",".295","4.84","4.84","5.2","6352","818","772","1498","207","607","65","1104","-8.78",".264","114","3.5"
"1977","Mariners","1433.0",".282","4.84","4.74","6.8","6282","855","771","1508","194","578","61","785","-11.05",".267","110","0.4"
"1886","Cowboys","1066.2",".339","4.84","3.29","14.7","","872","574","1345","27","246","0","442","",".309","93","-3.8"
"2020","Diamondbacks","518.1",".294","4.84","5.00","1.5","2279","295","279","506","93","235","23","524","-3.55",".250","113","3.4"
"1979","Blue Jays","1417.0",".285","4.85","4.72","7.0","6220","862","763","1537","165","594","40","613","-13.13",".275","110","5.3"
"1875","Nationals","250.2",".365","4.85","2.60","2.5","","338","135","396","6","11","","27","",".359","102","-7.9"
"2018","White Sox","1437.0",".292","4.85","4.73","9.9","6339","848","774","1404","196","653","89","1259","-9.91",".251","110","1.3"
"1957","Senators","1377.0",".287","4.85","4.20","7.5","6093","808","742","1482","149","580","36","691","",".271","109","-3.8"
"1889","Hoosiers","1174.1",".308","4.85","4.27","11.1","","894","633","1365","73","420","37","408","",".292","102","4.8"
"2018","Blue Jays","1433.2",".306","4.85","4.53","8.8","6265","832","773","1476","208","551","67","1298","-6.62",".261","106","1.2"
"1937","Athletics","1335.0",".288","4.85","4.77","10.1","6016","854","720","1490","105","613","17","469","",".277","104","7.4"
"1997","Red Sox","1451.2",".307","4.85","4.49","12.9","6440","857","783","1569","149","611","70","987","-6.17",".272","101","9.2"
"1995","White Sox","1284.2",".301","4.85","4.91","8.1","5734","758","693","1374","164","617","39","892","-3.03",".271","107","7.3"
"2014","Rockies","1431.0",".307","4.86","4.43","7.2","6248","818","772","1528","173","531","54","1074","-12.31",".270","111","6.8"
"2020","Marlins","504.0",".297","4.86","5.02","2.2","2214","304","272","506","82","226","26","451","0.26",".258","116","3.0"
"1956","Athletics","1370.1",".273","4.86","4.79","4.0","6083","831","740","1424","187","679","42","636","",".266","114","4.4"
"2000","Devil Rays","1431.1",".299","4.86","4.85","13.6","6283","842","773","1553","198","533","66","955","-4.14",".273","100","14.6"
"1995","Giants","1293.2",".289","4.86","4.90","2.2","5672","776","699","1368","173","505","56","801","-5.65",".268","117","-0.8"
"1997","Phillies","1420.1",".304","4.87","4.40","12.2","6228","840","768","1441","171","616","58","1209","-6.77",".259","104","5.5"
"2001","Royals","1440.0",".293","4.87","5.00","7.6","6289","858","779","1537","209","576","61","911","-4.12",".272","109","11.6"
"1977","Braves","1445.1",".300","4.87","4.53","9.5","6535","895","782","1581","169","701","42","915","-8.39",".273","107","1.0"
"2005","Diamondbacks","1456.1",".303","4.87","4.55","11.9","6402","856","788","1580","193","537","62","1038","3.05",".272","103","5.2"
"1924","Phillies","1354.1",".314","4.87","4.44","14.5","6043","847","733","1689","84","469","30","349","",".305","99","5.8"
"1937","Tigers","1378.0",".288","4.87","4.73","11.5","6181","841","746","1521","102","635","24","485","",".275","103","11.7"
"2003","Padres","1431.1",".289","4.87","4.81","3.9","6303","831","775","1458","208","611","62","1091","-15.20",".259","115","-0.7"
"1995","Blue Jays","1292.2",".296","4.88","4.81","11.7","5773","777","701","1336","145","654","51","894","-7.59",".264","102","9.9"
"1950","Red Sox","1362.1",".283","4.88","4.51","17.0","6085","804","739","1413","121","748","23","630","",".266","95","15.4"
"1930","Yankees","1367.2",".298","4.88","4.76","8.6","6161","886","742","1566","93","524","29","572","",".279","107","4.4"
"1930","Indians","1360.0",".309","4.88","4.88","14.7","6181","913","738","1663","85","528","21","441","",".295","99","10.1"
"1940","Red Sox","1379.2",".297","4.89","4.52","12.1","6242","825","749","1568","124","625","23","613","",".280","102","10.2"
"1948","White Sox","1345.2",".283","4.89","4.49","6.9","6025","814","731","1454","89","673","30","403","",".273","110","1.2"
"1999","Marlins","1435.2",".304","4.90","4.85","9.1","6389","852","781","1560","171","655","54","943","-11.08",".275","106","6.5"
"1993","Athletics","1452.1",".296","4.90","4.71","6.8","6456","846","791","1551","157","680","49","864","-8.62",".271","111","0.7"
"2019","White Sox","1412.2",".302","4.91","4.89","12.3","6159","832","770","1438","238","582","51","1312","-4.27",".260","105","8.8"
"2008","Tigers","1445.0",".302","4.91","4.79","8.3","6411","857","788","1541","172","644","68","991","-10.31",".270","110","7.5"
"2002","Indians","1424.2",".310","4.91","4.16","15.3","6271","837","777","1508","142","603","57","1058","-6.14",".269","96","7.1"
