"Season","Team","G","AB","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","OPS","wOBA","wRC+","EV","BsR","Off","Def","WAR","H","1B","2B","3B","HR","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","wOBA"
"1965","Red Sox","2005","5487","6220","165","669","629","47","9.8%","15.5%",".149",".276",".251",".327",".400",".727",".325","99","","0.6","-7.6","-1.6","19.4","1378","929","244","40","165","607","44","964","30","39","57","157","47","24",".325"
"1997","Mets","2268","5524","6248","153","777","741","97","8.8%","16.5%",".143",".294",".262",".332",".405",".737",".325","95","","-12.1","-48.6","81.7","22.9","1448","993","274","28","153","550","45","1029","57","59","58","122","97","74",".325"
"2015","Astros","2333","5459","6073","230","729","691","121","8.0%","22.9%",".187",".292",".250",".315",".437",".752",".325","108","88.7","8.1","66.5","-19.6","26.1","1363","829","278","26","230","486","22","1392","56","43","28","102","121","48",".325"
"2017","Marlins","2399","5602","6248","194","778","743","91","7.8%","20.5%",".163",".313",".267",".331",".431",".761",".325","101","87.0","1.4","9.0","65.7","27.9","1497","1001","271","31","194","486","48","1282","67","41","50","119","91","30",".325"
"1946","Cubs","1960","5298","6024","56","626","566","43","9.7%","9.9%",".093",".277",".254",".331",".346",".677",".325","95","","5.4","-28.1","19.4","17.9","1344","1015","223","50","56","586","","599","24","","116","129","43","",".325"
"1920","Reds","1580","5176","5799","18","639","546","158","6.6%","6.3%",".072",".295",".277",".332",".349",".681",".325","100","","-1.7","-0.4","37.6","23.0","1432","1169","169","76","18","382","","367","47","","194","","158","128",".325"
"2014","Pirates","2362","5536","6224","156","682","659","104","8.4%","20.0%",".145",".307",".259",".330",".404",".734",".325","108","","3.8","61.3","36.7","31.4","1436","975","275","30","156","520","46","1244","78","35","54","127","104","47",".325"
"1990","Royals","1754","5488","6099","100","707","660","107","8.2%","14.4%",".128",".299",".267",".328",".395",".723",".325","102","","-5.4","10.3","-75.9","13.5","1465","1005","316","44","100","498","32","879","27","54","31","132","107","62",".325"
"2008","Angels","2229","5540","6155","159","765","721","129","7.8%","16.0%",".145",".299",".268",".330",".413",".743",".324","96","","-1.0","-31.0","-6.5","17.6","1486","1028","274","25","159","481","52","987","52","50","32","140","129","48",".324"
"2005","White Sox","2208","5529","6146","200","741","713","137","7.1%","16.3%",".163",".286",".262",".322",".425",".747",".324","95","","-1.9","-42.4","13.8","18.0","1450","974","253","23","200","435","27","1002","79","49","53","122","137","67",".324"
"1905","Pirates","1511","5213","5790","22","692","564","202","6.6%","",".084","",".266",".320",".350",".670",".324","97","","2.1","-16.6","56.5","26.1","1385","1082","190","91","22","382","","","36","","159","","202","",".324"
"2005","Tigers","2211","5602","6136","168","723","678","66","6.3%","16.9%",".157",".304",".272",".321",".428",".750",".324","99","","5.5","-5.4","5.9","20.9","1521","1025","283","45","168","384","24","1038","53","52","44","138","66","28",".324"
"2001","Blue Jays","1859","5663","6284","195","767","728","156","7.5%","17.4%",".167",".293",".263",".325",".430",".755",".324","94","","7.0","-39.0","-18.5","15.7","1489","971","287","36","195","470","47","1094","74","43","34","111","156","55",".324"
"1975","Brewers","1812","5378","6082","146","675","632","65","9.1%","15.2%",".139",".275",".250",".320",".389",".709",".324","101","","-10.8","-4.1","-63.6","13.8","1343","921","242","34","146","553","33","922","28","49","73","136","65","64",".324"
"1995","Braves","1932","4814","5464","168","645","618","73","9.5%","17.1%",".160",".276",".250",".326",".409",".735",".324","92","","-5.4","-63.3","56.8","17.6","1202","797","210","27","168","520","37","933","40","34","56","106","73","43",".324"
"1987","Braves","2065","5428","6227","152","747","696","135","10.3%","13.4%",".145",".279",".258",".339",".403",".742",".324","90","","-4.5","-81.2","6.0","13.7","1401","941","284","24","152","641","82","834","38","34","86","133","135","68",".324"
"1932","Cardinals","1771","5458","5972","76","684","626","92","7.0%","8.6%",".117",".286",".269",".324",".385",".709",".324","86","","17.4","-89.6","-1.6","9.6","1467","1033","307","51","76","420","","514","25","","69","","92","",".324"
"1981","Cardinals","1411","3537","4014","50","464","431","88","9.4%","12.3%",".113",".293",".265",".336",".377",".713",".324","101","","1.1","3.7","54.5","20.3","936","683","158","45","50","379","41","495","16","35","46","82","88","45",".324"
"2009","Cubs","2343","5486","6244","161","707","678","56","9.5%","19.0%",".152",".296",".255",".332",".407",".738",".324","90","","-13.2","-89.0","39.0","14.5","1398","915","293","29","161","592","44","1185","59","42","65","134","56","34",".324"
"2008","Diamondbacks","2280","5409","6156","159","720","683","58","9.5%","20.9%",".164",".299",".251",".327",".415",".742",".324","88","","12.1","-84.1","-17.2","9.5","1355","831","318","47","159","587","49","1287","49","43","68","105","58","23",".324"
"1982","Pirates","2159","5614","6235","134","724","688","161","7.2%","13.8%",".134",".299",".273",".327",".408",".734",".324","102","","2.7","19.5","36.7","27.7","1535","1089","272","40","134","447","72","862","28","67","78","117","161","75",".324"
"1947","Athletics","1713","5198","5971","61","633","581","37","10.1%","9.4%",".097",".273",".252",".333",".349",".682",".324","90","","-7.0","-79.1","74.2","18.9","1311","980","218","52","61","605","","563","24","","144","117","37","33",".324"
"1993","Pirates","2160","5549","6269","110","707","664","92","8.6%","15.5%",".126",".304",".267",".335",".393",".727",".324","95","","-3.1","-46.0","17.4","19.3","1482","1055","267","50","110","536","50","972","55","52","76","125","92","55",".324"
"1990","Angels","1689","5570","6267","147","690","646","69","9.0%","16.0%",".131",".291",".260",".329",".391",".720",".324","104","","-5.7","19.4","-63.1","16.3","1448","1037","237","27","147","566","41","1000","28","45","58","142","69","43",".324"
"2000","Marlins","2213","5509","6203","160","731","691","168","8.7%","19.1%",".147",".304",".262",".331",".409",".740",".324","89","","9.1","-82.2","30.1","14.5","1441","978","274","29","160","540","39","1184","60","51","42","100","168","55",".324"
"1934","Braves","1697","5370","5854","83","683","649","30","6.4%","7.5%",".106",".284",".272",".323",".378",".701",".324","93","","3.5","-51.8","42.0","17.8","1460","1100","233","44","83","375","","440","28","","81","128","30","",".324"
"1958","Indians","2014","5201","5840","161","694","653","50","8.5%","14.0%",".145",".277",".258",".325",".403",".728",".324","101","","-5.9","2.2","21.8","21.5","1340","938","210","31","161","494","29","819","40","36","69","112","50","49",".324"
"2013","Rockies","2330","5599","6152","159","706","673","112","6.9%","19.6%",".149",".317",".270",".323",".418",".741",".324","87","","17.4","-72.9","15.1","13.7","1511","1033","283","36","159","427","26","1204","26","35","65","111","112","32",".324"
"1907","Giants","1582","4874","5624","23","573","475","205","9.2%","",".067","",".251",".331",".317",".648",".324","103","","2.7","21.4","-3.5","23.2","1222","991","160","48","23","516","","","69","","165","","205","",".324"
"2013","Indians","2337","5465","6165","171","745","711","117","9.1%","20.8%",".155",".300",".255",".327",".410",".737",".324","104","","11.5","39.2","-29.5","22.6","1391","907","290","23","171","562","19","1283","51","56","31","106","117","36",".324"
"2012","Nationals","2338","5615","6221","194","731","688","105","7.7%","21.3%",".166",".308",".261",".322",".428",".750",".324","101","","-4.1","4.8","33.0","23.7","1468","948","301","25","194","479","43","1325","41","36","50","111","105","35",".324"
"2016","Rangers","2324","5525","6089","215","765","746","99","7.2%","20.0%",".172",".298",".262",".322",".433",".755",".324","95","88.8","2.0","-36.8","-14.5","16.2","1446","951","257","23","215","436","23","1220","70","40","18","114","99","36",".324"
"1959","Indians","1849","5288","5860","167","745","682","33","7.4%","12.3%",".145",".275",".263",".321",".408",".729",".324","101","","-5.9","-0.5","95.5","26.9","1390","982","216","25","167","433","25","721","39","40","60","119","33","36",".324"
"1978","Rangers","1764","5347","6141","132","692","650","196","10.2%","12.7%",".128",".272",".253",".332",".381",".713",".324","101","","5.1","10.3","-2.3","21.8","1353","969","216","36","132","624","45","779","32","55","83","115","196","91",".324"
"1991","Athletics","1810","5410","6192","159","760","716","151","10.4%","15.8%",".141",".274",".248",".331",".389",".719",".324","104","","4.7","33.7","-0.6","24.1","1342","918","246","19","159","642","56","981","50","49","41","130","151","64",".324"
"1923","Braves","1800","5329","5957","32","636","569","57","7.2%","6.8%",".080",".291",".273",".331",".353",".684",".324","84","","-9.1","-131.7","-13.0","6.1","1455","1152","213","58","32","429","","404","31","","168","","57","80",".324"
"1956","Indians","1931","5148","5988","153","712","677","40","11.4%","12.8%",".137",".258",".244",".335",".381",".715",".324","90","","-1.3","-77.8","40.0","16.7","1256","881","199","23","153","681","35","764","40","38","81","110","40","32",".324"
"1979","Cardinals","2110","5734","6347","100","731","685","116","7.2%","13.2%",".123",".307",".278",".331",".401",".732",".324","98","","-2.8","-17.7","64.4","26.6","1594","1152","279","63","100","460","69","838","27","63","63","116","116","69",".324"
"1980","Cardinals","2102","5608","6204","101","738","688","117","7.3%","12.6%",".125",".302",".275",".328",".400",".728",".324","101","","1.2","5.3","59.2","27.0","1541","1091","300","49","101","451","74","781","21","49","73","141","117","54",".324"
"2019","Brewers","2514","5542","6309","250","769","744","101","10.0%","24.8%",".192",".296",".246",".329",".438",".767",".324","97","89.7","5.9","-20.4","64.6","24.2","1366","820","279","17","250","629","42","1563","72","38","20","120","101","25",".324"
"1888","White Stockings","1215","4616","4934","77","734","569","287","5.9%","11.4%",".123",".283",".260",".308",".383",".691",".324","107","","-7.3","42.4","13.9","23.9","1201","882","147","95","77","290","","563","28","","","","287","",".324"
"1984","Orioles","1957","5456","6187","160","681","647","51","10.0%","14.3%",".139",".273",".252",".328",".391",".719",".324","101","","-4.1","4.5","37.6","24.7","1374","957","234","23","160","620","48","884","22","43","45","133","51","35",".324"
"2013","Rays","2423","5538","6242","165","700","670","73","9.4%","18.8%",".151",".295",".257",".329",".408",".737",".324","107","","2.5","49.9","9.2","28.2","1421","937","296","23","165","589","31","1171","36","55","24","140","73","38",".324"
"1928","White Sox","1701","5209","5904","24","657","592","144","7.8%","8.2%",".087",".294",".270",".333",".357",".690",".324","83","","-9.2","-139.4","32.1","10.3","1404","1073","231","76","24","463","","485","31","","201","","144","82",".324"
"1962","Red Sox","1880","5530","6177","146","707","671","39","8.5%","14.9%",".145",".285",".258",".324",".403",".727",".324","90","","-4.9","-78.5","76.4","17.9","1429","973","257","53","146","525","39","923","27","36","59","129","39","33",".324"
"1992","Rangers","1858","5537","6238","159","682","647","81","8.8%","16.6%",".142",".280",".250",".321",".393",".714",".324","101","","-2.2","8.0","-70.9","14.7","1387","939","266","23","159","550","36","1036","50","45","56","115","81","44",".324"
"1887","Grays","1251","4913","5420","25","904","689","409","8.4%","",".089","",".261",".330",".350",".680",".324","91","","-3.9","-84.1","-1.4","13.1","1281","974","200","82","25","456","","","51","","","","409","",".324"
"1991","Royals","1863","5584","6244","117","727","689","119","8.4%","15.5%",".129",".299",".264",".328",".394",".722",".324","99","","-3.3","-11.3","-48.9","14.7","1475","1027","290","41","117","523","47","969","35","47","53","127","119","68",".324"
"1920","Cubs","1638","5117","5811","34","619","536","115","7.4%","7.2%",".090",".282",".264",".326",".354",".680",".324","96","","-11.7","-36.9","-2.2","15.2","1350","1026","223","67","34","428","","421","46","","220","","115","129",".324"
"1997","Pirates","2211","5503","6201","129","725","686","160","7.8%","18.7%",".142",".308",".262",".329",".404",".733",".324","89","","10.9","-78.3","-51.3","6.5","1440","968","291","52","129","481","27","1161","92","47","77","105","160","50",".324"
"1980","Phillies","2182","5625","6269","117","728","674","140","7.5%","11.3%",".130",".288",".270",".327",".400",".726",".324","100","","2.6","4.2","41.7","25.3","1517","1074","272","54","117","472","65","708","33","58","77","120","140","62",".324"
"2011","Rockies","2348","5544","6275","163","735","697","118","8.8%","19.1%",".152",".300",".258",".329",".410",".739",".324","88","","-1.8","-92.2","12.7","11.7","1429","952","274","40","163","555","54","1201","57","44","75","112","118","42",".324"
"1995","Tigers","1566","4865","5535","159","654","619","73","10.0%","17.8%",".157",".278",".247",".327",".404",".731",".324","89","","-2.4","-82.7","-72.6","3.2","1204","788","228","29","159","551","30","987","41","43","35","121","73","36",".324"
"1987","Royals","1730","5499","6128","168","715","677","125","8.5%","16.9%",".150",".294",".262",".328",".412",".740",".324","95","","4.2","-34.2","-27.8","14.5","1443","996","239","40","168","523","32","1034","30","42","34","127","125","43",".324"
"2015","Tigers","2340","5605","6159","151","689","660","83","7.4%","20.4%",".150",".322",".270",".328",".420",".748",".324","103","88.4","-27.6","-8.8","-31.6","17.1","1515","1026","289","49","151","455","36","1259","41","35","23","152","83","51",".324"
"1998","Tigers","1897","5664","6243","165","722","691","122","7.3%","17.1%",".152",".297",".264",".323",".415",".738",".324","90","","-2.6","-87.1","38.9","16.6","1494","994","306","29","165","455","25","1070","62","45","16","111","122","62",".324"
"1959","Red Sox","2012","5225","5985","125","726","678","68","10.5%","13.5%",".130",".279",".256",".335",".385",".721",".324","93","","5.7","-43.6","52.3","18.5","1335","934","248","28","125","626","31","810","23","46","65","120","68","25",".324"
"2009","Diamondbacks","2301","5565","6269","173","720","686","102","9.1%","20.7%",".165",".299",".253",".324",".418",".742",".324","89","","13.1","-75.0","53.6","17.5","1408","883","307","45","173","571","47","1298","37","41","54","94","102","40",".324"
