"Season","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","EV","ERA","FIP","xFIP","WAR","TBF","H","R","ER","HR","BB","IBB","HBP","SO","Pitches","Pitches","AVG","WHIP","RA9-WAR"
"1946","Dodgers","96","60","28","380","157","1418.0","4.11","4.26","0.37",".260","74.0%","","","","3.03","3.47","","14.1","6088","1280","573","478","58","671","","20","647","","",".237","1.38","20.0"
"1972","Yankees","79","76","39","343","155","1373.1","4.10","2.75","0.57",".267","75.2%","","","","3.03","3.29","","8.8","5726","1306","527","463","87","419","61","30","625","","",".247","1.26","10.8"
"1919","White Sox","88","52","3","213","140","1265.2","3.33","2.43","0.17",".285","68.4%","","","","3.04","2.88","","16.3","5149","1245","534","427","24","342","","31","468","","",".261","1.25","17.6"
"1909","Senators","42","110","2","230","156","1374.2","4.28","2.78","0.08",".284","63.7%","","","","3.04","2.30","","9.9","","1288","655","464","12","424","","63","653","","",".249","1.25","-4.3"
"1901","Americans","79","57","1","153","138","1217.0","2.93","2.17","0.24",".274","61.7%","","","","3.04","3.35","","15.1","","1178","608","411","33","294","","42","396","","",".256","1.21","25.9"
"1915","Browns","63","91","7","290","159","1403.0","3.63","3.93","0.13",".267","65.9%","","","","3.04","3.10","","6.3","","1256","679","474","21","612","","64","566","","",".241","1.33","5.4"
"1884","Quicksteps","2","15","0","19","17","142.0","7.16","1.14","0.25",".359","38.9%","","","","3.04","2.42","","1.9","","165","114","48","4","18","","","113","","",".292","1.29","-0.3"
"1906","Cardinals","52","98","2","191","154","1354.0","3.72","3.18","0.11",".274","66.8%","","","","3.04","2.77","","9.3","","1246","607","458","17","479","","58","559","","",".246","1.27","5.2"
"1967","Reds","87","75","39","397","162","1468.0","6.53","3.05","0.62",".276","75.6%","","","","3.05","3.09","","22.3","6156","1328","563","497","101","498","62","42","1065","","",".236","1.24","25.9"
"1967","Cardinals","101","60","45","433","161","1465.0","5.87","2.65","0.60",".268","74.4%","","","","3.05","3.05","","18.2","6059","1313","557","496","97","431","76","35","956","","",".235","1.19","21.8"
"1940","Reds","100","53","11","261","155","1407.2","3.56","2.85","0.47",".253","73.8%","","","","3.05","3.70","","17.1","5791","1263","528","477","73","445","","18","557","","",".237","1.21","30.7"
"1954","White Sox","94","60","33","331","155","1383.0","4.56","3.36","0.61",".261","76.4%","","","","3.05","3.42","","19.8","5776","1255","521","469","94","517","","12","701","","",".239","1.28","28.1"
"1910","Phillies","78","75","9","264","157","1411.1","4.19","3.49","0.23",".275","68.1%","","","","3.05","2.88","","12.8","","1297","639","479","36","547","","51","657","","",".246","1.31","13.5"
"1912","White Sox","78","76","16","259","158","1413.0","4.45","2.71","0.17",".295","66.4%","","","","3.06","3.00","","13.8","","1398","647","480","26","426","","32","698","","",".260","1.29","17.6"
"1890","Bridegrooms","86","43","2","143","129","1145.0","3.17","3.15","0.21",".276","60.2%","","","","3.06","3.62","","10.8","","1102","621","389","27","401","","0","403","","",".254","1.31","17.4"
"1943","Pirates","80","74","12","314","158","1404.0","2.54","2.70","0.28",".272","70.2%","","","","3.06","3.19","","17.7","5946","1424","598","477","44","421","","15","396","","",".258","1.31","17.3"
"1974","Braves","88","74","22","378","163","1474.1","4.71","2.98","0.59",".262","75.2%","","","","3.06","3.43","","25.3","6131","1343","563","501","97","488","55","26","772","","",".239","1.24","35.4"
"1890","Giants","63","68","1","155","135","1177.0","4.68","4.64","0.11",".273","58.0%","","","","3.06","3.63","","12.5","","1029","698","400","14","607","","0","612","","",".237","1.39","14.7"
"1914","Hoosiers","88","65","9","224","157","1397.2","4.28","3.07","0.19",".288","68.3%","","","","3.06","2.78","","19.0","","1352","622","475","29","476","","45","664","","",".255","1.31","20.1"
"1915","Yankees","69","83","2","220","154","1382.2","3.64","3.37","0.27",".269","70.2%","","","","3.06","3.11","","10.6","","1272","588","470","41","517","","48","559","","",".246","1.29","17.4"
"1913","Browns","57","96","5","215","155","1382.1","3.10","2.96","0.14",".283","66.8%","","","","3.06","3.05","","9.8","","1369","643","470","21","454","","52","476","","",".260","1.32","8.2"
"1914","Phillies","74","80","7","252","154","1379.1","4.24","2.95","0.17",".298","66.0%","","","","3.06","2.72","","16.8","","1403","673","469","26","452","","53","650","","",".265","1.34","5.6"
"1900","Pirates","79","60","1","170","140","1229.0","3.04","2.16","0.18",".284","62.9%","","","","3.06","3.13","","16.4","","1232","612","418","24","295","","67","415","","",".262","1.24","23.2"
"1906","Tigers","71","78","4","176","151","1334.1","3.16","2.62","0.09",".296","68.4%","","","","3.06","2.67","","10.2","","1398","596","454","14","389","","58","469","","",".271","1.34","8.5"
"1971","Athletics","101","60","36","388","161","1469.1","6.12","3.07","0.80",".252","75.9%","","","","3.06","3.34","","14.3","6018","1229","564","500","131","501","57","33","999","","",".224","1.18","18.9"
"1884","Blue Stockings","45","58","1","115","109","946.0","4.77","1.61","0.11",".287","49.2%","","","","3.06","2.91","","11.4","","885","571","322","12","169","","53","501","","",".249","1.11","9.1"
"1972","Angels","75","80","16","347","155","1377.2","6.53","4.05","0.59",".254","75.0%","","","","3.06","3.21","","9.4","5747","1109","533","469","90","620","53","28","1000","","",".217","1.26","9.2"
"1886","Colonels","66","70","2","145","138","1209.2","5.36","3.21","0.12",".289","49.3%","","","","3.07","3.15","","14.8","","1109","805","412","16","432","","26","720","","",".245","1.27","11.3"
"1910","Superbas","64","90","5","221","156","1420.1","3.52","3.45","0.11",".276","68.4%","","","","3.07","2.85","","11.9","","1331","622","484","17","545","","38","555","","",".249","1.32","13.9"
"1991","Dodgers","93","69","40","529","162","1458.0","6.35","3.09","0.59",".274","74.8%","","","","3.07","3.39","","19.8","6089","1312","565","497","96","500","77","28","1028","","",".236","1.24","23.6"
"1952","Phillies","87","67","16","296","154","1386.2","3.95","2.42","0.62",".261","73.1%","","","","3.07","3.25","","19.8","5715","1301","552","473","95","373","","17","609","","",".244","1.21","22.5"
"1903","Reds","74","65","1","157","141","1230.0","3.51","2.77","0.10",".297","62.3%","","","","3.07","3.04","","18.7","","1277","660","420","14","378","","63","480","","",".269","1.35","18.4"
"1964","Reds","92","70","35","366","163","1467.0","6.88","2.67","0.69",".274","74.7%","","","","3.07","3.02","","24.8","6054","1306","566","501","112","436","44","31","1122","","",".234","1.19","27.9"
"1963","Yankees","104","57","31","341","161","1449.0","5.99","2.96","0.71",".258","75.5%","","","","3.07","3.21","","20.8","5940","1239","547","495","115","476","25","22","965","","",".228","1.18","25.5"
"1946","Reds","67","87","11","302","156","1413.1","3.22","2.97","0.45",".262","72.8%","","","","3.08","3.34","","14.7","5881","1334","566","483","70","467","","15","506","","",".247","1.27","19.1"
"1963","Cubs","82","80","28","379","162","1457.0","5.26","2.47","0.74",".269","74.5%","","","","3.08","3.25","","18.2","6004","1357","578","498","119","400","32","24","851","","",".243","1.21","22.5"
"1903","Highlanders","72","62","2","162","136","1201.1","3.47","1.84","0.14",".283","61.8%","","","","3.08","2.80","","16.6","","1171","573","411","19","245","","41","463","","",".257","1.18","13.9"
"1882","Trojans","35","48","0","89","85","757.0","2.25","2.00","0.15",".298","48.9%","","","","3.08","3.15","","4.1","","837","522","259","13","168","","","189","","",".282","1.33","0.3"
"1872","Haymakers","15","10","0","33","25","225.0","0.72","0.40","0.08",".312","34.9%","","","","3.08","3.60","","2.3","","282","191","77","2","10","","","18","","",".308","1.30","4.1"
"1880","Red Caps","40","44","0","103","86","744.2","2.26","1.04","0.02",".305","50.9%","","","","3.08","2.41","","5.7","","840","456","255","2","86","","","187","","",".286","1.24","-0.8"
"1910","Reds","75","79","11","244","156","1386.2","3.23","3.43","0.18",".277","65.8%","","","","3.08","3.00","","8.2","","1334","685","475","27","528","","67","497","","",".254","1.34","5.7"
"1973","Orioles","97","65","26","302","162","1461.2","4.40","2.92","0.76",".252","76.1%","","","","3.08","3.71","","14.1","5989","1297","561","501","124","475","35","20","715","","",".236","1.21","27.6"
"1944","Tigers","88","66","8","275","156","1400.0","3.65","2.91","0.25",".277","70.6%","","","","3.09","3.11","","22.9","5904","1373","581","480","39","452","","22","568","","",".253","1.30","23.6"
"1963","Phillies","87","75","31","404","162","1457.1","6.50","3.42","0.70",".267","75.2%","","","","3.09","3.26","","12.2","6066","1262","578","500","113","553","60","38","1052","","",".231","1.25","16.6"
"1969","Dodgers","85","77","31","352","162","1457.0","6.02","2.59","0.75",".269","75.8%","","","","3.09","3.20","","14.6","6028","1324","561","500","122","420","41","38","975","","",".238","1.20","21.5"
"1910","Browns","47","107","3","230","158","1391.0","3.60","3.44","0.09",".285","62.4%","","","","3.09","2.80","","6.2","","1356","742","478","14","532","","53","557","","",".257","1.36","-8.2"
"1880","Bisons","24","58","1","98","85","739.0","2.27","0.95","0.12",".314","48.3%","","","","3.09","2.52","","6.3","","879","502","254","10","78","","","186","","",".297","1.29","-3.1"
"1954","Giants","97","57","33","389","154","1390.0","4.48","3.97","0.73",".255","77.6%","","","","3.09","3.86","","15.8","5939","1258","550","478","113","613","","36","692","","",".238","1.35","29.5"
"1963","Pirates","74","88","33","454","162","1448.0","5.59","2.84","0.62",".275","73.4%","","","","3.10","3.17","","15.3","6059","1350","595","498","99","457","94","49","900","","",".243","1.25","15.7"
"1988","Expos","81","81","43","470","163","1482.2","5.60","2.89","0.74",".260","74.5%","","","","3.10","3.63","","11.7","6129","1310","592","510","122","476","61","36","923","","",".233","1.20","19.9"
"1946","White Sox","74","80","16","297","155","1392.1","3.56","3.28","0.52",".267","72.7%","","","","3.10","3.49","","11.1","5914","1348","595","479","80","508","","23","550","","",".250","1.33","16.0"
"1976","Phillies","101","61","44","409","162","1459.0","5.66","2.45","0.60",".279","74.6%","","","","3.10","3.10","","22.8","6024","1377","557","502","98","397","43","19","918","","",".246","1.22","25.0"
"1971","Angels","76","86","32","405","162","1481.0","5.49","3.69","0.61",".253","75.1%","","","","3.10","3.42","","13.0","6168","1246","576","510","101","607","71","36","904","","",".226","1.25","17.6"
"1892","Pirates","77","73","1","174","152","1347.1","3.04","3.59","0.19",".276","58.0%","","","","3.10","3.32","","10.9","","1300","796","464","28","537","","3","455","","",".255","1.36","10.2"
"1916","Reds","60","93","6","253","155","1408.0","3.64","2.95","0.22",".278","68.7%","","","","3.10","2.91","","8.6","5867","1356","617","485","35","461","","44","569","","",".253","1.29","4.1"
"1956","Braves","92","62","27","332","155","1393.1","4.13","3.02","0.86",".255","76.0%","","","","3.10","3.74","","10.6","5823","1295","569","480","133","467","65","21","639","","",".243","1.26","19.0"
"1909","Superbas","55","98","3","185","155","1384.1","3.86","3.43","0.21",".273","67.8%","","","","3.10","2.80","","7.8","","1277","627","477","32","528","","49","594","","",".246","1.30","4.5"
"1967","Phillies","82","80","23","376","162","1453.2","5.99","2.50","0.53",".283","72.8%","","","","3.10","2.89","","21.3","6041","1372","581","501","86","403","85","41","967","","",".245","1.22","19.4"
"1980","Astros","93","70","41","409","163","1482.2","5.64","2.83","0.42",".278","72.0%","","","","3.11","3.10","","21.6","6160","1367","589","512","69","466","26","25","929","","",".241","1.24","18.7"
"1985","Mets","98","64","37","405","162","1488.0","6.28","3.11","0.67",".268","75.5%","","","","3.11","3.33","","20.1","6146","1306","568","514","111","515","36","18","1039","","",".233","1.22","27.2"
"1984","Pirates","75","87","34","408","162","1470.0","6.09","3.07","0.62",".277","75.3%","","","","3.11","3.36","","19.6","6095","1344","567","508","102","502","48","11","995","","",".241","1.26","27.7"
"1907","Senators","49","102","5","211","154","1351.1","3.80","2.29","0.07",".298","61.6%","","","","3.11","2.19","","12.4","","1383","690","467","10","344","","48","570","","",".266","1.28","-4.2"
"1985","Cardinals","101","61","44","457","162","1464.0","4.91","2.78","0.60",".267","74.2%","","","","3.11","3.45","","17.2","6048","1343","572","506","98","453","80","28","798","","",".241","1.23","24.7"
"1983","Dodgers","91","71","40","441","163","1464.0","6.15","3.04","0.60",".274","72.4%","","","","3.11","3.31","","21.2","6132","1336","609","506","97","495","78","20","1000","","",".238","1.25","20.8"
"1986","Mets","108","54","46","414","162","1484.0","6.57","3.09","0.62",".271","74.5%","","","","3.11","3.31","","20.8","6165","1304","578","513","103","509","29","31","1083","","",".232","1.22","24.3"
"2018","Astros","103","59","46","672","162","1455.0","10.44","2.69","0.94",".283","77.9%","44.0%","11.6%","87.8","3.11","3.23","3.36","29.1","5913","1164","534","503","152","435","4","66","1687","23539","23539",".215","1.10","32.4"
"1915","Giants","69","83","9","260","155","1385.0","4.14","2.11","0.26",".286","65.6%","","","","3.11","2.57","","12.9","","1350","628","479","40","325","","43","637","","",".257","1.21","2.1"
"1915","Cubs","73","80","8","275","156","1399.0","4.23","3.09","0.18",".274","66.8%","","","","3.11","2.76","","11.9","","1272","622","484","28","480","","44","657","","",".244","1.25","5.9"
"1966","Cardinals","83","79","32","423","162","1459.2","5.50","2.76","0.80",".267","76.0%","","","","3.11","3.48","","14.6","6053","1345","577","505","130","448","81","34","892","","",".241","1.23","24.4"
"1924","Reds","83","70","9","257","153","1378.0","2.95","1.91","0.20",".279","68.2%","","","","3.12","3.37","","19.8","5736","1408","579","477","30","293","","28","451","","",".260","1.23","22.7"
"1884","Gothams","62","50","0","121","116","1014.0","5.03","2.89","0.25",".300","55.0%","","","","3.12","3.47","","8.4","","1011","623","351","28","326","","0","567","","",".261","1.32","8.8"
"1972","White Sox","87","67","42","402","154","1385.1","6.08","2.80","0.61",".276","74.5%","","","","3.12","2.92","","19.8","5743","1269","538","480","94","431","29","27","936","","",".240","1.23","14.5"
"1978","Dodgers","95","67","38","360","162","1440.1","5.00","2.75","0.67",".271","74.7%","","","","3.12","3.40","","18.1","6008","1362","573","500","107","440","43","23","800","","",".246","1.25","21.5"
"1913","Superbas","65","84","7","256","152","1373.0","3.59","2.88","0.22",".274","67.2%","","","","3.13","3.03","","14.3","","1287","613","477","33","439","","49","548","","",".249","1.26","16.3"
"1971","White Sox","79","83","32","421","162","1450.1","6.06","2.90","0.62",".276","73.2%","","","","3.13","3.03","","26.9","6089","1348","597","504","100","468","38","29","976","","",".241","1.25","20.9"
"1915","Indians","57","95","10","292","154","1372.0","4.00","3.40","0.12",".280","64.3%","","","","3.13","2.82","","17.4","","1287","670","477","18","518","","27","610","","",".250","1.32","9.2"
"1914","Terrapins","84","70","13","253","160","1392.0","4.73","2.53","0.22",".298","67.1%","","","","3.13","2.55","","21.0","","1389","628","484","34","392","","32","732","","",".261","1.28","17.0"
