,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,EV,ERA,FIP,xFIP,WAR
,Giants,95,58,18,312,153,1378,2.96,2.77,0.54,0.277,68.10%,,,,3.9,4.02,,9.9
,Senators,75,78,16,285,155,1374.2,3.1,3.69,0.37,0.299,67.60%,,,,3.98,4.1,,8.3
1922,Pirates,85,69,7,269,157,1387.1,3.18,2.32,0.34,0.307,65.60%,,,,3.98,3.62,,20.4
,Browns,93,61,22,269,154,1392,3.45,2.71,0.46,0.277,69.90%,,,,3.38,3.91,,20.3
,Phillies,57,96,5,272,154,1372,2.58,3.02,0.58,0.308,61.80%,,,,4.64,4.37,,16.5
,Indians,78,76,7,290,155,1383.2,3.18,3.02,0.38,0.306,63.80%,,,,4.59,3.94,,16.2
,Yankees,94,60,14,223,154,1393.2,2.96,2.73,0.47,0.273,70.40%,,,,3.39,3.99,,15.8
,Reds,86,68,3,249,156,1385.2,2.32,2.12,0.32,0.282,65.50%,,,,3.53,3.71,,15.6
,White Sox,77,77,8,254,155,1403.2,3.1,3.39,0.37,0.284,68.50%,,,,3.94,4.02,,14.5
,Tigers,79,75,15,288,155,1391,2.98,3.06,0.4,0.294,65.30%,,,,4.27,4.13,,12.8
,Red Sox,61,93,6,284,154,1373.1,2.35,3.3,0.31,0.287,64.80%,,,,4.3,4.13,,12.6
,Robins,76,78,8,270,155,1385.2,3.24,3.18,0.48,0.301,67.50%,,,,4.05,4.12,,12.4
,Cardinals,85,69,12,326,154,1362.2,3.07,2.95,0.4,0.308,63.30%,,,,4.44,3.99,,11.7
,Giants,93,61,15,291,156,1396.1,2.5,2.53,0.46,0.275,68.40%,,,,3.45,4,,11.5
,Senators,69,85,10,251,154,1362.1,2.79,3.3,0.32,0.287,67.60%,,,,3.81,4.06,,11
,Cubs,80,74,12,294,159,1397.2,2.59,3.06,0.5,0.295,65.00%,,,,4.34,4.29,,10.8
,Braves,53,100,6,300,154,1348,2.4,3.26,0.38,0.3,62.90%,,,,4.37,4.18,,8.6
,Athletics,65,89,6,302,155,1362.1,2.46,3.1,0.71,0.292,64.80%,,,,4.59,4.59,,7
1921,Pirates,90,63,10,245,154,1415.2,3.18,2.05,0.24,0.283,69.10%,,,,3.17,3.5,,20.6
,Indians,94,60,14,268,154,1377,3.1,2.82,0.28,0.297,66.40%,,,,3.9,3.82,,19.8
,Reds,70,83,9,248,153,1363,2.69,2.01,0.24,0.295,66.30%,,,,3.46,3.56,,15.8
,Robins,77,75,12,258,152,1363.1,3.11,2.38,0.3,0.304,67.30%,,,,3.7,3.72,,15.7
,Yankees,98,55,15,249,153,1364,3.17,3.1,0.34,0.289,66.80%,,,,3.82,4.03,,15.6
,Phillies,51,103,8,261,154,1348.2,2.22,2.48,0.53,0.305,58.70%,,,,4.48,4.27,,15.4
,Senators,80,73,10,262,154,1383.2,2.94,2.87,0.33,0.3,66.20%,,,,3.97,3.96,,13.9
,Red Sox,75,79,5,236,154,1364.1,2.94,2.98,0.35,0.298,68.00%,,,,3.98,4.04,,13.9
,Browns,81,73,9,296,154,1379,3.11,3.63,0.46,0.294,63.40%,,,,4.61,4.37,,12.8
,White Sox,62,92,9,260,154,1365.1,2.58,3.62,0.34,0.306,62.90%,,,,4.94,4.31,,11.2
,Athletics,53,100,7,274,155,1400.1,2.77,3.52,0.55,0.301,63.40%,,,,4.61,4.52,,11.1
,Cubs,64,89,7,273,151,1363,2.91,2.7,0.44,0.309,65.20%,,,,4.39,4.08,,10.7
,Tigers,71,82,16,269,154,1386.1,2.93,3.21,0.46,0.303,63.90%,,,,4.4,4.3,,10.7
,Giants,94,59,18,280,153,1372.1,2.34,1.93,0.52,0.284,69.00%,,,,3.55,4.01,,10.4
,Cardinals,87,66,16,309,154,1371.2,3.04,2.62,0.4,0.29,67.60%,,,,3.62,3.96,,10.2
,Braves,79,74,12,277,153,1385,2.48,2.73,0.35,0.285,66.80%,,,,3.9,4.05,,9.1
1920,Indians,98,56,7,254,154,1377,3.05,2.62,0.2,0.296,67.30%,,,,3.41,3.3,,20.3
,Robins,93,61,10,248,155,1427.1,3.49,2.06,0.16,0.276,70.80%,,,,2.62,2.94,,20.3
,Pirates,79,75,10,240,155,1415.1,2.82,1.78,0.16,0.272,68.90%,,,,2.89,3,,19.7
,White Sox,96,58,10,220,154,1386.1,2.84,2.63,0.29,0.294,67.30%,,,,3.59,3.47,,16.5
,Phillies,62,91,11,255,153,1380.2,2.73,2.89,0.23,0.291,65.30%,,,,3.63,3.53,,15.9
,Yankees,95,59,11,247,154,1368,3.16,2.76,0.32,0.277,68.60%,,,,3.32,3.48,,15.7
,Athletics,48,106,2,260,156,1380.1,2.76,3.01,0.37,0.317,63.00%,,,,3.93,3.75,,14.3
,Cubs,75,79,9,247,154,1388.2,3.29,2.48,0.24,0.29,67.90%,,,,3.27,3.24,,14.1
,Red Sox,72,81,6,230,154,1395.1,3.1,2.97,0.25,0.292,66.10%,,,,3.82,3.47,,12.9
,Giants,86,68,9,258,155,1408.2,2.43,1.9,0.28,0.266,70.50%,,,,2.8,3.29,,12.2
,Browns,76,77,14,256,154,1378.2,2.9,3.77,0.35,0.294,65.60%,,,,4.03,3.95,,10.9
,Reds,82,71,9,236,154,1391.2,2.81,2.54,0.17,0.268,69.00%,,,,2.9,3.29,,10.9
,Tigers,61,93,7,277,155,1385,3.14,3.65,0.3,0.302,62.30%,,,,4.04,3.82,,10
,Cardinals,75,79,12,290,155,1426.2,3.34,3.02,0.19,0.291,67.70%,,,,3.43,3.41,,9.5
,Senators,68,84,10,255,153,1367,2.75,3.42,0.34,0.3,63.90%,,,,4.17,3.86,,7.4
,Braves,62,90,6,226,153,1386.1,2.39,2.69,0.25,0.285,66.90%,,,,3.54,3.56,,6.7
1919,Cubs,75,65,5,219,140,1265,3.52,2.09,0.1,0.26,72.90%,,,,2.21,2.61,,19.1
,Robins,69,71,1,191,141,1281,3.34,2.05,0.15,0.277,68.80%,,,,2.73,2.71,,18.3
,Indians,84,55,10,232,139,1245,3.12,2.62,0.14,0.289,68.20%,,,,2.93,2.94,,17.6
,White Sox,88,52,3,213,140,1265.2,3.33,2.43,0.17,0.285,68.40%,,,,3.04,2.88,,16.3
,Pirates,71,68,4,193,139,1249,2.82,1.9,0.17,0.252,68.60%,,,,2.88,2.82,,15.5
,Senators,56,84,10,239,142,1274.1,3.79,3.19,0.14,0.286,68.00%,,,,2.98,3,,13.2
,Reds,96,44,9,214,140,1274,2.88,2.11,0.15,0.251,73.30%,,,,2.23,2.81,,12.5
,Browns,67,72,4,235,140,1256,2.97,3.02,0.25,0.282,69.30%,,,,3.13,3.29,,11.6
,Yankees,80,59,7,231,141,1287,3.5,3.03,0.33,0.259,71.20%,,,,2.82,3.28,,11.2
,Phillies,47,90,2,195,138,1252,2.85,2.93,0.29,0.301,64.00%,,,,4.14,3.35,,11
,Red Sox,66,71,8,204,138,1224.1,2.8,3.09,0.12,0.295,67.50%,,,,3.31,3.13,,10.4
,Tigers,80,60,4,214,140,1256,3.07,3.12,0.25,0.287,68.60%,,,,3.3,3.3,,9.5
,Braves,57,82,9,214,140,1270.1,2.65,2.39,0.21,0.283,67.90%,,,,3.17,3.04,,8.8
,Giants,87,53,13,236,140,1256,2.44,2.19,0.24,0.252,70.60%,,,,2.7,3.09,,7.9
,Athletics,36,104,3,229,140,1239.1,3.03,3.65,0.32,0.311,62.80%,,,,4.26,3.56,,7.4
,Cardinals,54,83,8,275,138,1217.1,3.06,3.07,0.18,0.268,67.20%,,,,3.23,3.22,,6.5
1918,Cubs,84,45,8,183,131,1197,3.55,2.23,0.1,0.257,72.20%,,,,2.18,2.38,,18.3
,Indians,73,54,13,196,129,1161,2.82,2.66,0.07,0.275,70.50%,,,,2.64,2.63,,16.5
,Senators,72,56,8,204,130,1228,3.7,2.89,0.07,0.252,72.50%,,,,2.14,2.55,,14.9
,White Sox,57,67,8,192,124,1126,2.79,2.4,0.07,0.28,69.20%,,,,2.73,2.56,,14.6
,Pirates,65,60,7,178,126,1140.1,2.9,2.36,0.1,0.255,70.20%,,,,2.48,2.6,,13.9
,Robins,57,69,2,177,126,1131.2,3.14,2.54,0.17,0.26,68.10%,,,,2.81,2.71,,11.8
,Giants,71,53,10,195,124,1111.2,2.67,1.85,0.16,0.252,68.40%,,,,2.64,2.55,,10.9
,Braves,53,71,0,155,124,1117.1,2.74,2.23,0.11,0.277,67.70%,,,,2.9,2.59,,10.5
,Tigers,55,71,7,204,128,1160.2,2.9,3.39,0.08,0.276,65.70%,,,,3.4,2.91,,10.2
,Red Sox,75,51,2,154,126,1120,3.15,3.05,0.07,0.246,72.30%,,,,2.31,2.73,,10
,Browns,58,64,8,202,123,1111.1,2.8,3.26,0.09,0.259,69.30%,,,,2.75,2.9,,9.8
,Phillies,55,68,6,186,125,1139.2,2.46,2.91,0.17,0.263,67.30%,,,,3.15,2.98,,9.7
,Cardinals,51,78,5,210,131,1193,2.72,2.66,0.12,0.271,66.80%,,,,2.96,2.79,,9.1
,Yankees,60,63,13,214,126,1157.1,2.88,3.6,0.19,0.278,72.00%,,,,2.97,3.17,,6.5
,Athletics,52,76,9,197,130,1156,2.16,3.78,0.1,0.272,67.30%,,,,3.22,3.25,,6.2
,Reds,68,60,6,191,129,1142.1,2.53,3,0.15,0.276,69.00%,,,,3,2.94,,5.2
1917,Phillies,87,65,5,219,154,1389.1,3.99,2.11,0.16,0.268,70.60%,,,,2.46,2.39,,20.5
,White Sox,100,54,21,268,156,1424.1,3.27,2.61,0.06,0.259,73.20%,,,,2.16,2.57,,17.2
,Indians,88,66,22,285,156,1412.2,2.87,2.79,0.11,0.266,69.80%,,,,2.52,2.78,,16.7
,Cubs,74,80,9,278,157,1404,4.19,2.4,0.22,0.274,68.70%,,,,2.62,2.51,,16.6
,Yankees,71,82,6,248,155,1411.1,3.64,2.72,0.18,0.278,69.60%,,,,2.66,2.69,,15.7
,Senators,74,79,10,255,157,1413,4.06,3.42,0.08,0.268,69.00%,,,,2.75,2.69,,14.4
,Braves,72,81,3,238,157,1424.2,3.75,2.34,0.12,0.268,68.50%,,,,2.77,2.45,,14
,Pirates,51,103,6,241,157,1417.2,3.23,2.74,0.09,0.266,67.40%,,,,3.01,2.66,,14
,Red Sox,90,62,7,208,157,1421.1,3.22,2.62,0.08,0.252,73.50%,,,,2.2,2.63,,13.8
,Tigers,78,75,15,266,154,1396.1,3.33,3.25,0.08,0.264,68.00%,,,,2.56,2.84,,12.7
,Giants,98,56,14,255,158,1426.2,3.48,2.06,0.18,0.249,72.90%,,,,2.27,2.5,,12.3
,Robins,70,81,9,237,156,1421.1,3.69,2.56,0.2,0.263,69.20%,,,,2.78,2.68,,12.3
,Reds,78,76,6,242,157,1397.1,3.14,2.59,0.13,0.272,67.00%,,,,2.7,2.68,,11.4
,Athletics,55,98,8,249,154,1365.2,3.4,3.7,0.15,0.274,64.80%,,,,3.27,3.01,,11.1
,Cardinals,82,70,10,294,154,1392.2,3.24,2.72,0.19,0.262,68.50%,,,,3.03,2.8,,8.1
,Browns,57,97,12,298,155,1385.1,2.79,3.49,0.12,0.274,65.30%,,,,3.2,3.06,,5.8
1916,White Sox,89,65,15,295,155,1412.1,4.1,2.58,0.09,0.267,70.10%,,,,2.36,2.45,,19.7
,Phillies,91,62,9,232,154,1382.2,3.91,1.92,0.18,0.263,70.80%,,,,2.36,2.45,,19
,Senators,76,77,7,266,159,1430.2,4.44,3.08,0.09,0.278,70.60%,,,,2.67,2.56,,18.1
,Indians,77,77,16,297,157,1410,3.43,2.98,0.1,0.292,68.80%,,,,2.9,2.76,,17.6
,Robins,94,60,9,248,156,1427.1,4,2.35,0.15,0.253,72.50%,,,,2.12,2.51,,17.4
,Braves,89,63,11,240,158,1415.2,4.09,2.07,0.15,0.258,72.50%,,,,2.19,2.38,,16.2
,Cubs,67,86,13,275,156,1416.2,3.91,2.32,0.2,0.26,69.50%,,,,2.65,2.6,,15.8
,Red Sox,91,63,16,259,156,1410.2,3.73,2.95,0.06,0.267,72.70%,,,,2.48,2.64,,14.1
,Yankees,80,74,17,258,156,1428,3.88,3,0.23,0.272,70.40%,,,,2.77,2.89,,12.6
,Giants,86,66,12,258,155,1397.1,4.11,2,0.26,0.265,71.40%,,,,2.6,2.53,,12.1
,Pirates,65,89,7,259,157,1419.2,3.78,2.81,0.15,0.264,67.90%,,,,2.76,2.71,,11.8
,Browns,79,75,13,299,158,1443.2,3.15,2.98,0.09,0.271,70.70%,,,,2.58,2.82,,11.6
,Tigers,87,67,13,281,155,1410,3.39,3.69,0.08,0.276,69.20%,,,,2.97,3.03,,11.1
,Reds,60,93,6,253,155,1408,3.64,2.95,0.22,0.278,68.70%,,,,3.1,2.91,,8.6
,Cardinals,60,93,15,280,153,1355,3.51,2.96,0.21,0.28,67.00%,,,,3.14,2.91,,7.6
,Athletics,36,117,3,234,154,1343.2,3.85,4.79,0.17,0.298,63.40%,,,,3.92,3.38,,4
1915,Terriers,87,67,9,247,159,1426,4.41,2.5,0.14,0.273,70.10%,,,,2.73,2.46,,23.8
,White Sox,93,61,9,246,155,1401,4.08,2.25,0.09,0.27,69.50%,,,,2.43,2.38,,21.7
,Phillies,90,62,8,220,153,1374.1,4.27,2.24,0.17,0.26,71.50%,,,,2.17,2.45,,21
,Senators,85,68,13,254,155,1393.2,4.62,2.94,0.08,0.263,71.20%,,,,2.31,2.47,,20.4
,Indians,57,95,10,292,154,1372,4,3.4,0.12,0.28,64.30%,,,,3.13,2.82,,17.4
,Braves,83,69,13,235,158,1405.2,4.03,2.34,0.15,0.27,68.70%,,,,2.57,2.51,,16.7
,Red Sox,101,50,15,254,155,1397,4.08,2.87,0.12,0.257,70.90%,,,,2.39,2.63,,16.4
,Tigers,100,54,19,265,156,1413.1,3.5,3.13,0.09,0.266,67.70%,,,,2.86,2.8,,16.2
,Pepper,80,72,7,231,155,1406.2,3.72,2.9,0.1,0.276,69.80%,,,,2.6,2.69,,13.9
,Packers,81,72,11,228,153,1359,3.48,2.58,0.19,0.263,68.00%,,,,2.82,2.77,,13.8
,Pirates,73,81,11,247,158,1380,3.55,2.5,0.14,0.265,69.70%,,,,2.6,2.65,,13.3
,Giants,69,83,9,260,155,1385,4.14,2.11,0.26,0.286,65.60%,,,,3.11,2.57,,12.9
,Cardinals,72,81,9,260,158,1400.2,3.46,2.58,0.19,0.274,67.40%,,,,2.87,2.78,,12.4
,Cubs,73,80,8,275,156,1399,4.23,3.09,0.18,0.274,66.80%,,,,3.11,2.76,,11.9
,Whales,86,66,10,223,155,1397.2,3.71,2.59,0.21,0.263,69.70%,,,,2.64,2.75,,11.9
,Terrapins,47,107,7,246,154,1360.1,3.77,3.08,0.34,0.3,63.60%,,,,3.96,3.1,,11.7
,Rebels,86,67,12,244,156,1382.1,3.37,2.87,0.24,0.268,72.10%,,,,2.79,2.97,,11.4
,Blues,74,78,11,250,153,1360,3.93,3.66,0.23,0.276,67.60%,,,,3.38,3.09,,10.9
,Reds,71,83,12,273,160,1432.1,3.59,3.12,0.18,0.269,69.80%,,,,2.84,2.9,,10.9
,Yankees,69,83,2,220,154,1382.2,3.64,3.37,0.27,0.269,70.20%,,,,3.06,3.11,,10.6
,Robins,80,72,8,245,154,1389.2,3.23,3.06,0.19,0.263,70.30%,,,,2.66,2.98,,9.4
,Tip-Tops,70,82,16,252,153,1355.2,3.1,3.56,0.18,0.275,65.10%,,,,3.37,3.16,,9.1
,Browns,63,91,7,290,159,1403,3.63,3.93,0.13,0.267,65.90%,,,,3.04,3.1,,6.3
,Athletics,43,109,2,249,154,1348.1,3.92,5.52,0.15,0.294,61.20%,,,,4.29,3.59,,0.3
1914,Terrapins,84,70,13,253,160,1392,4.73,2.53,0.22,0.298,67.10%,,,,3.13,2.55,,21
,Hoosiers,88,65,9,224,157,1397.2,4.28,3.07,0.19,0.288,68.30%,,,,3.06,2.78,,19
,Terriers,62,89,6,227,154,1367.2,4.35,2.69,0.25,0.302,64.70%,,,,3.59,2.73,,16.8
,White Sox,70,84,11,281,157,1398.2,4.25,2.58,0.1,0.266,66.20%,,,,2.48,2.49,,16.8
,Phillies,74,80,7,252,154,1379.1,4.24,2.95,0.17,0.298,66.00%,,,,3.06,2.72,,16.8
,Braves,94,59,6,227,158,1421,3.84,3.02,0.24,0.266,71.60%,,,,2.74,2.94,,16.7
,Red Sox,91,62,8,251,159,1427.1,3.8,2.48,0.11,0.258,69.80%,,,,2.36,2.58,,15.8
,Senators,81,72,20,277,157,1420.2,4.97,3.29,0.13,0.263,71.30%,,,,2.54,2.61,,15.5
,Yankees,70,84,5,240,157,1397.1,3.63,2.51,0.19,0.27,69.30%,,,,2.81,2.75,,14.6
,Athletics,98,53,17,252,157,1404,4.62,3.34,0.12,0.278,71.80%,,,,2.78,2.69,,14.2
,Cardinals,81,72,12,253,157,1424.2,3.35,2.67,0.16,0.264,70.60%,,,,2.38,2.82,,14.1
,Robins,75,79,11,253,154,1368.1,3.98,3.07,0.24,0.277,67.70%,,,,2.82,2.92,,13.7
,Reds,60,94,15,263,157,1387.1,3.94,3.17,0.19,0.271,65.20%,,,,2.94,2.9,,12.6
,Pirates,69,85,11,255,158,1405,3.13,2.51,0.17,0.264,69.80%,,,,2.7,2.83,,12.2
,Tigers,80,73,12,274,157,1412,3.61,3.17,0.11,0.271,67.40%,,,,2.86,2.85,,12
,Giants,84,70,9,245,156,1390.2,3.64,2.38,0.3,0.271,68.60%,,,,2.94,2.86,,11.8
,Chi-Feds,87,67,8,244,157,1420.1,4.12,2.49,0.27,0.257,70.90%,,,,2.44,2.74,,11.5
,Buffeds,80,71,16,246,155,1387,4.3,3.28,0.29,0.27,69.00%,,,,3.16,3,,11.5
,Cubs,78,76,11,266,156,1389.1,4.22,3.42,0.24,0.257,65.20%,,,,2.71,2.99,,10.7
,Naps,51,102,3,286,157,1391.2,4.45,4.31,0.06,0.295,66.30%,,,,3.21,2.98,,10.5
,Packers,67,84,12,246,154,1361,3.97,2.94,0.24,0.294,65.50%,,,,3.41,2.89,,10.5
,Tip-Tops,77,77,9,249,157,1385.1,4.13,3.63,0.2,0.291,67.40%,,,,3.33,3.02,,10.1
,Rebels,64,86,6,225,154,1370,3.35,2.92,0.26,0.291,64.80%,,,,3.56,3.03,,9.9
,Browns,71,82,11,272,159,1410.2,3.53,3.45,0.13,0.273,68.70%,,,,2.85,2.98,,6.7
1913,Giants,101,51,17,250,156,1422,4.12,1.99,0.24,0.269,70.40%,,,,2.42,2.65,,19.7
,Braves,69,82,3,218,154,1373.1,3.91,2.75,0.24,0.285,63.50%,,,,3.19,2.95,,19.1
,Red Sox,79,71,10,246,151,1358.1,4.7,2.93,0.04,0.297,66.40%,,,,2.94,2.54,,18.5
,Naps,86,66,5,245,155,1386.2,4.47,3.26,0.12,0.281,71.60%,,,,2.54,2.83,,16.9
,Phillies,88,63,11,290,159,1455.1,4.12,3.17,0.25,0.285,69.60%,,,,3.15,3.05,,16.4
,Senators,90,64,20,275,155,1396.1,4.89,3,0.23,0.264,68.80%,,,,2.73,2.8,,14.3
,Superbas,65,84,7,256,152,1373,3.59,2.88,0.22,0.274,67.20%,,,,3.13,3.03,,14.3
,White Sox,78,74,8,251,153,1360.1,3.98,2.9,0.07,0.267,71.00%,,,,2.33,2.73,,14.1
,Pirates,78,71,7,264,155,1400,3.79,2.79,0.17,0.282,69.00%,,,,2.9,2.88,,13.7
,Tigers,66,87,7,240,153,1360,3.1,3.34,0.09,0.286,63.20%,,,,3.38,3.1,,11.3
,Cubs,88,65,15,244,154,1372.1,3.65,3.13,0.26,0.28,67.40%,,,,3.13,3.16,,11.1
,Reds,64,89,10,269,156,1380,3.4,2.97,0.26,0.287,64.20%,,,,3.46,3.17,,11
,Yankees,57,94,7,252,153,1344,3.55,3.05,0.21,0.283,64.90%,,,,3.27,3.08,,10.4
,Browns,57,96,5,215,155,1382.1,3.1,2.96,0.14,0.283,66.80%,,,,3.06,3.05,,9.8
,Athletics,96,57,22,277,153,1351.1,4.2,3.54,0.16,0.27,67.90%,,,,3.19,3.04,,8.6
,Cardinals,51,99,11,266,152,1351.2,3.1,3.18,0.38,0.29,63.90%,,,,4.23,3.47,,5.6
1912,Giants,103,48,15,230,154,1369.2,4.28,2.22,0.24,0.291,68.70%,,,,2.58,2.98,,19.5
,Red Sox,105,47,6,213,154,1362,4.7,2.54,0.12,0.281,68.30%,,,,2.76,2.82,,18.1
,Highlanders,50,102,3,213,153,1335,4.29,2.94,0.19,0.312,57.70%,,,,4.13,3.15,,16.3
,Senators,91,61,7,227,154,1376.2,5.41,3.43,0.16,0.281,69.00%,,,,2.69,3.02,,16
,Braves,52,101,5,249,153,1390.2,3.51,3.37,0.28,0.308,60.50%,,,,4.15,3.59,,15
,Pirates,93,58,7,228,152,1385,4.31,3.23,0.18,0.277,70.30%,,,,2.85,3.23,,15
,Reds,75,78,10,244,155,1377.2,3.66,2.95,0.18,0.3,64.50%,,,,3.42,3.28,,14.9
,Phillies,73,79,9,251,152,1355,4.09,3.42,0.29,0.295,66.50%,,,,3.25,3.49,,14.1
,White Sox,78,76,16,259,158,1413,4.45,2.71,0.17,0.295,66.40%,,,,3.06,3,,13.8
,Naps,75,78,7,235,155,1352.2,4.14,3.48,0.1,0.298,65.60%,,,,3.3,3.23,,13.5
,Cubs,91,59,9,256,152,1358.2,3.67,3.27,0.22,0.28,65.50%,,,,3.42,3.44,,11.5
,Browns,53,101,5,246,157,1369.2,3.59,2.9,0.11,0.299,61.20%,,,,3.71,3.18,,11.4
,Tigers,69,84,5,213,154,1367.1,3.37,3.43,0.11,0.298,62.70%,,,,3.75,3.39,,11.1
,Athletics,90,62,9,234,153,1357,3.99,3.44,0.08,0.281,65.10%,,,,3.32,3.22,,8.8
,Cardinals,63,90,12,287,153,1353,3.24,3.73,0.21,0.301,61.30%,,,,3.85,3.67,,8.5
,Dodgers,58,95,8,252,153,1357,3.67,3.38,0.3,0.293,63.80%,,,,3.64,3.59,,8.4
1911,Giants,99,54,13,234,154,1368,5.07,2.43,0.22,0.286,69.40%,,,,2.69,2.76,,23
,Pirates,85,69,11,239,155,1380.1,3.94,2.45,0.23,0.27,68.30%,,,,2.84,3.04,,19.4
,Highlanders,76,76,3,232,153,1360.2,4.41,2.69,0.17,0.303,62.20%,,,,3.54,2.93,,18.6
,White Sox,77,74,11,257,154,1386.1,4.88,2.49,0.14,0.296,66.10%,,,,2.97,2.72,,17.3
,Red Sox,78,75,8,238,153,1351.2,4.73,3.15,0.14,0.293,66.00%,,,,2.74,2.97,,15.6
,Phillies,79,73,10,231,153,1373.1,4.57,3.92,0.28,0.281,67.30%,,,,3.3,3.47,,15.1
,Cubs,92,62,16,254,157,1411,3.71,3.35,0.17,0.268,68.40%,,,,2.9,3.3,,14.3
,Naps,80,73,6,230,156,1390.2,4.37,3.57,0.11,0.296,65.30%,,,,3.36,3.15,,13.8
,Tigers,89,65,3,221,154,1387.2,3.49,2.98,0.18,0.306,63.20%,,,,3.73,3.25,,13.2
,Reds,70,83,12,256,159,1425,3.52,3.01,0.23,0.284,65.80%,,,,3.26,3.32,,13.1
,Senators,64,90,3,216,154,1353.1,4.18,2.73,0.26,0.31,62.10%,,,,3.52,3.12,,12.8
,Athletics,101,50,13,229,152,1375.2,4.83,3.19,0.11,0.297,69.70%,,,,3.01,2.92,,12.7
,Dodgers,64,86,10,245,154,1371.2,3.5,3.71,0.18,0.278,66.90%,,,,3.39,3.48,,10.4
,Cardinals,75,74,10,259,158,1402.1,3.6,4.5,0.25,0.27,65.40%,,,,3.68,3.83,,6.5
,Rustlers,44,107,7,271,156,1374,3.18,4.4,0.5,0.306,58.30%,,,,5.08,4.25,,5
,Browns,45,107,1,232,152,1332.1,2.59,3.13,0.19,0.299,60.50%,,,,3.86,3.51,,4.7
1910,Giants,91,63,10,235,155,1391.2,4.64,2.57,0.19,0.282,68.70%,,,,2.68,2.43,,21.3
,Highlanders,88,63,8,213,156,1399,4.21,2.34,0.1,0.271,67.40%,,,,2.61,2.32,,19.7
,White Sox,68,85,7,222,156,1421,4.97,2.41,0.1,0.257,69.00%,,,,2.03,2.17,,18.1
,Athletics,102,48,5,200,155,1421.2,4.99,2.85,0.05,0.254,73.10%,,,,1.79,2.23,,16.4
,Cubs,104,50,13,228,154,1378.2,3.98,3.09,0.12,0.26,71.50%,,,,2.51,2.64,,16.2
,Pirates,86,67,12,254,154,1376,3.13,2.56,0.13,0.266,67.30%,,,,2.83,2.67,,15.1
,Senators,66,85,3,200,157,1373.1,4.42,2.46,0.12,0.272,67.50%,,,,2.46,2.34,,14
,Red Sox,81,72,6,228,158,1430,4.22,2.61,0.19,0.264,68.40%,,,,2.45,2.53,,13.8
,Naps,71,81,5,243,161,1467,3.79,2.99,0.06,0.282,66.80%,,,,2.88,2.57,,13.7
,Phillies,78,75,9,264,157,1411.1,4.19,3.49,0.23,0.275,68.10%,,,,3.05,2.88,,12.8
,Doves,53,100,9,264,157,1390.1,3.44,3.88,0.23,0.276,66.20%,,,,3.22,3.19,,12.4
,Superbas,64,90,5,221,156,1420.1,3.52,3.45,0.11,0.276,68.40%,,,,3.07,2.85,,11.9
,Tigers,86,68,5,219,155,1380.1,3.47,3,0.22,0.267,69.20%,,,,2.82,2.87,,8.8
,Reds,75,79,11,244,156,1386.2,3.23,3.43,0.18,0.277,65.80%,,,,3.08,3,,8.2
,Cardinals,63,90,14,249,153,1337.1,3.14,3.64,0.2,0.292,65.10%,,,,3.78,3.13,,7.8
,Browns,47,107,3,230,158,1391,3.6,3.44,0.09,0.285,62.40%,,,,3.09,2.8,,6.2
1909,Cubs,104,49,11,212,155,1409.1,4.34,2.32,0.04,0.248,74.50%,,,,1.74,2.08,,22.4
,Giants,92,61,15,224,157,1440.2,4.59,2.48,0.17,0.268,69.00%,,,,2.27,2.27,,20.7
,Pirates,110,42,11,236,154,1401.2,3.15,2.05,0.08,0.251,71.70%,,,,2.07,2.31,,17.7
,White Sox,78,74,4,208,159,1430.1,4.21,2.14,0.05,0.259,71.20%,,,,2.05,2.07,,15.1
,Athletics,95,58,3,214,153,1378,4.75,2.52,0.06,0.251,73.70%,,,,1.93,2.08,,15.1
,Tigers,98,54,12,208,158,1420.1,3.35,2.27,0.1,0.263,71.40%,,,,2.26,2.38,,15.1
,Naps,71,82,3,206,155,1361,3.76,2.3,0.06,0.269,67.40%,,,,2.4,2.23,,14.5
,Phillies,74,79,6,238,154,1391,3.96,3.05,0.15,0.261,70.80%,,,,2.44,2.57,,14.2
,Highlanders,74,77,7,217,153,1350.1,3.98,2.81,0.14,0.272,66.60%,,,,2.65,2.47,,12.8
,Browns,61,89,4,209,154,1354.2,4.12,2.54,0.11,0.284,67.10%,,,,2.88,2.3,,12.4
,Red Sox,88,63,15,247,152,1360.1,3.67,2.54,0.12,0.267,67.70%,,,,2.59,2.42,,11.1
,Senators,42,110,2,230,156,1374.2,4.28,2.78,0.08,0.284,63.70%,,,,3.04,2.3,,9.9
,Reds,77,76,8,240,157,1407,3.05,3.26,0.03,0.26,66.80%,,,,2.52,2.67,,9.9
,Doves,45,108,6,224,155,1370.2,2.72,3.57,0.15,0.275,65.40%,,,,3.2,3.02,,9.7
,Superbas,55,98,3,185,155,1384.1,3.86,3.43,0.21,0.273,67.80%,,,,3.1,2.8,,7.8
,Cardinals,54,98,4,246,154,1379.2,2.84,3.15,0.14,0.28,62.60%,,,,3.41,2.84,,7.3
1908,Giants,98,56,18,233,157,1411,4.18,1.84,0.17,0.263,72.20%,,,,2.14,2.02,,21.7
,Athletics,68,85,4,231,157,1400.1,4.76,2.64,0.06,0.27,66.60%,,,,2.56,2.01,,17
